"Name","Year","State"
"Annie",1910.0,"AK"
"Lucy",1910.0,"AK"
"Dorothy",1910.0,"AK"
"Mary",1912.0,"AK"
"Helen",1912.0,"AK"
"Martha",1914.0,"AK"
"Esther",1914.0,"AK"
"Helen",1917.0,"AK"
"Martha",1918.0,"AK"
"Betty",1919.0,"AK"
"Hazel",1920.0,"AK"
"Frances",1922.0,"AK"
"Edna",1923.0,"AK"
"Beatrice",1925.0,"AK"
"Katherine",1925.0,"AK"
"Mary",1927.0,"AK"
"Elsie",1928.0,"AK"
"Martha",1928.0,"AK"
"Betty",1929.0,"AK"
"Virginia",1930.0,"AK"
"Joan",1930.0,"AK"
"Sophie",1930.0,"AK"
"Anna",1931.0,"AK"
"Elizabeth",1932.0,"AK"
"Nancy",1932.0,"AK"
"Irene",1937.0,"AK"
"Virginia",1938.0,"AK"
"Carol",1939.0,"AK"
"Janet",1939.0,"AK"
"Barbara",1940.0,"AK"
"Barbara",1941.0,"AK"
"Agnes",1941.0,"AK"
"Annie",1941.0,"AK"
"Florence",1941.0,"AK"
"Ruth",1941.0,"AK"
"Helen",1942.0,"AK"
"Sandra",1942.0,"AK"
"Sally",1942.0,"AK"
"Roberta",1943.0,"AK"
"Barbara",1944.0,"AK"
"Joan",1944.0,"AK"
"Carol",1945.0,"AK"
"Marie",1945.0,"AK"
"Judy",1945.0,"AK"
"Lillian",1946.0,"AK"
"Darlene",1946.0,"AK"
"Edna",1946.0,"AK"
"Jessie",1946.0,"AK"
"Mary",1947.0,"AK"
"Christine",1947.0,"AK"
"Peggy",1947.0,"AK"
"Alice",1947.0,"AK"
"Anne",1947.0,"AK"
"Margie",1947.0,"AK"
"Christine",1948.0,"AK"
"Marilyn",1948.0,"AK"
"Judy",1948.0,"AK"
"Julia",1948.0,"AK"
"Mary",1949.0,"AK"
"Elizabeth",1949.0,"AK"
"Charlene",1949.0,"AK"
"Eleanor",1949.0,"AK"
"Linda",1950.0,"AK"
"Susan",1950.0,"AK"
"Karen",1950.0,"AK"
"Judith",1950.0,"AK"
"Alice",1950.0,"AK"
"Rita",1950.0,"AK"
"Arlene",1950.0,"AK"
"Lillian",1950.0,"AK"
"Alice",1951.0,"AK"
"Pauline",1951.0,"AK"
"Gloria",1951.0,"AK"
"Dorothy",1952.0,"AK"
"Gloria",1952.0,"AK"
"Valerie",1952.0,"AK"
"Kathleen",1953.0,"AK"
"Pamela",1953.0,"AK"
"Cheryl",1953.0,"AK"
"Laurie",1953.0,"AK"
"Bonnie",1953.0,"AK"
"Jean",1953.0,"AK"
"Paula",1953.0,"AK"
"Clara",1953.0,"AK"
"Emma",1953.0,"AK"
"Pauline",1953.0,"AK"
"Rita",1953.0,"AK"
"Mary",1954.0,"AK"
"Judith",1954.0,"AK"
"Sherry",1954.0,"AK"
"Cathy",1954.0,"AK"
"Leslie",1954.0,"AK"
"Sarah",1954.0,"AK"
"Diana",1954.0,"AK"
"Grace",1954.0,"AK"
"Donna",1955.0,"AK"
"Peggy",1955.0,"AK"
"Sarah",1955.0,"AK"
"Vicky",1955.0,"AK"
"Frances",1955.0,"AK"
"Melissa",1955.0,"AK"
"April",1955.0,"AK"
"Deborah",1956.0,"AK"
"Sharon",1956.0,"AK"
"Kathryn",1956.0,"AK"
"Tina",1956.0,"AK"
"Kathy",1956.0,"AK"
"Kimberly",1956.0,"AK"
"Angela",1956.0,"AK"
"Karla",1956.0,"AK"
"Maureen",1956.0,"AK"
"Irene",1956.0,"AK"
"Jan",1956.0,"AK"
"Kelly",1956.0,"AK"
"Lydia",1956.0,"AK"
"Violet",1956.0,"AK"
"Rose",1957.0,"AK"
"Diana",1957.0,"AK"
"Glenda",1957.0,"AK"
"Jean",1957.0,"AK"
"Jeanette",1957.0,"AK"
"Rachel",1957.0,"AK"
"Sheryl",1957.0,"AK"
"Sylvia",1957.0,"AK"
"Debra",1958.0,"AK"
"Carolyn",1958.0,"AK"
"Denise",1958.0,"AK"
"Paula",1958.0,"AK"
"Clara",1958.0,"AK"
"Beth",1958.0,"AK"
"Rita",1958.0,"AK"
"Kathy",1959.0,"AK"
"Christine",1959.0,"AK"
"Bonnie",1959.0,"AK"
"Joan",1959.0,"AK"
"Josephine",1959.0,"AK"
"Doris",1959.0,"AK"
"Agnes",1959.0,"AK"
"Minnie",1959.0,"AK"
"Nina",1959.0,"AK"
"Yvonne",1959.0,"AK"
"Denise",1960.0,"AK"
"Terry",1960.0,"AK"
"Cheri",1960.0,"AK"
"Donna",1961.0,"AK"
"Cynthia",1961.0,"AK"
"Carol",1961.0,"AK"
"Margaret",1961.0,"AK"
"Wanda",1961.0,"AK"
"Judy",1961.0,"AK"
"Gloria",1961.0,"AK"
"Lynn",1961.0,"AK"
"Peggy",1961.0,"AK"
"Jean",1961.0,"AK"
"April",1961.0,"AK"
"Juanita",1961.0,"AK"
"Susan",1962.0,"AK"
"Brenda",1962.0,"AK"
"Debbie",1962.0,"AK"
"Stephanie",1962.0,"AK"
"Agnes",1962.0,"AK"
"Jane",1962.0,"AK"
"Nora",1962.0,"AK"
"Nellie",1962.0,"AK"
"Sandra",1963.0,"AK"
"Brenda",1963.0,"AK"
"Kimberly",1963.0,"AK"
"Jennifer",1963.0,"AK"
"Maria",1963.0,"AK"
"Jane",1963.0,"AK"
"Ronda",1963.0,"AK"
"Terry",1963.0,"AK"
"Virginia",1963.0,"AK"
"Kristine",1963.0,"AK"
"Melinda",1963.0,"AK"
"Patricia",1964.0,"AK"
"Deborah",1964.0,"AK"
"Kathleen",1964.0,"AK"
"Ann",1964.0,"AK"
"Vivian",1964.0,"AK"
"Lydia",1964.0,"AK"
"Peggy",1964.0,"AK"
"Tamara",1964.0,"AK"
"Christine",1965.0,"AK"
"Debra",1965.0,"AK"
"Kathy",1965.0,"AK"
"Maria",1965.0,"AK"
"Anita",1965.0,"AK"
"Ramona",1965.0,"AK"
"Denise",1966.0,"AK"
"Catherine",1966.0,"AK"
"Maria",1966.0,"AK"
"Melissa",1966.0,"AK"
"Tamara",1966.0,"AK"
"Della",1966.0,"AK"
"Grace",1966.0,"AK"
"Joelle",1966.0,"AK"
"Yvonne",1966.0,"AK"
"Teresa",1967.0,"AK"
"Wendy",1967.0,"AK"
"Kim",1967.0,"AK"
"Kimberly",1968.0,"AK"
"Deborah",1968.0,"AK"
"Barbara",1968.0,"AK"
"Renee",1968.0,"AK"
"Sherry",1968.0,"AK"
"Jeanne",1968.0,"AK"
"Janice",1968.0,"AK"
"Marie",1968.0,"AK"
"Sheri",1968.0,"AK"
"Amanda",1968.0,"AK"
"Erin",1968.0,"AK"
"Jeanette",1968.0,"AK"
"Rhonda",1969.0,"AK"
"Tracy",1969.0,"AK"
"Margaret",1969.0,"AK"
"Sharon",1969.0,"AK"
"Cindy",1969.0,"AK"
"Suzanne",1969.0,"AK"
"Anna",1969.0,"AK"
"Adrienne",1969.0,"AK"
"Diana",1969.0,"AK"
"Lynn",1969.0,"AK"
"Martha",1969.0,"AK"
"Christy",1969.0,"AK"
"Judith",1969.0,"AK"
"Kimberly",1970.0,"AK"
"Wendy",1970.0,"AK"
"Cynthia",1970.0,"AK"
"Christina",1970.0,"AK"
"Sarah",1970.0,"AK"
"Sheila",1970.0,"AK"
"Victoria",1970.0,"AK"
"Tammy",1971.0,"AK"
"Teresa",1971.0,"AK"
"Crystal",1971.0,"AK"
"Janet",1971.0,"AK"
"Marie",1971.0,"AK"
"Shawna",1971.0,"AK"
"Shelly",1971.0,"AK"
"Bonnie",1971.0,"AK"
"Carla",1971.0,"AK"
"Connie",1971.0,"AK"
"Jenny",1971.0,"AK"
"Melissa",1972.0,"AK"
"Renee",1972.0,"AK"
"Marie",1972.0,"AK"
"Traci",1972.0,"AK"
"Bonnie",1972.0,"AK"
"Sabrina",1972.0,"AK"
"Jessica",1973.0,"AK"
"Tracy",1973.0,"AK"
"Michele",1973.0,"AK"
"Cindy",1973.0,"AK"
"Shawna",1973.0,"AK"
"Aimee",1973.0,"AK"
"Regina",1973.0,"AK"
"Jennifer",1974.0,"AK"
"Sarah",1974.0,"AK"
"Tara",1974.0,"AK"
"Sara",1974.0,"AK"
"Gina",1974.0,"AK"
"Maria",1974.0,"AK"
"Valerie",1974.0,"AK"
"Melody",1974.0,"AK"
"Autumn",1974.0,"AK"
"Debra",1974.0,"AK"
"Jessica",1975.0,"AK"
"Julie",1975.0,"AK"
"Melanie",1975.0,"AK"
"Susan",1975.0,"AK"
"Leah",1975.0,"AK"
"Hannah",1975.0,"AK"
"Charlene",1975.0,"AK"
"Suzanne",1975.0,"AK"
"Jackie",1975.0,"AK"
"Martha",1975.0,"AK"
"April",1976.0,"AK"
"Monica",1976.0,"AK"
"Katherine",1976.0,"AK"
"Carrie",1976.0,"AK"
"Kristin",1976.0,"AK"
"Tiffany",1976.0,"AK"
"Katrina",1976.0,"AK"
"Shawna",1976.0,"AK"
"Natasha",1976.0,"AK"
"Virginia",1976.0,"AK"
"Sarah",1977.0,"AK"
"Angela",1977.0,"AK"
"Kimberly",1977.0,"AK"
"Lisa",1977.0,"AK"
"Summer",1977.0,"AK"
"Colleen",1977.0,"AK"
"Julia",1977.0,"AK"
"Olivia",1977.0,"AK"
"Sasha",1977.0,"AK"
"Melissa",1978.0,"AK"
"Lisa",1978.0,"AK"
"Rebekah",1978.0,"AK"
"Amelia",1978.0,"AK"
"Autumn",1978.0,"AK"
"Natalie",1978.0,"AK"
"Natasha",1978.0,"AK"
"Valerie",1978.0,"AK"
"Ginger",1978.0,"AK"
"Jacqueline",1978.0,"AK"
"Stephanie",1979.0,"AK"
"Tamara",1979.0,"AK"
"Kara",1979.0,"AK"
"Alicia",1979.0,"AK"
"Kristy",1979.0,"AK"
"Dawn",1979.0,"AK"
"Michele",1979.0,"AK"
"Sonya",1979.0,"AK"
"Kristine",1979.0,"AK"
"Sharon",1979.0,"AK"
"Gail",1979.0,"AK"
"Rosemary",1979.0,"AK"
"Jennifer",1980.0,"AK"
"Katie",1980.0,"AK"
"April",1980.0,"AK"
"Charlene",1980.0,"AK"
"Sandra",1980.0,"AK"
"Whitney",1980.0,"AK"
"Rosemary",1980.0,"AK"
"Carla",1980.0,"AK"
"Jessica",1981.0,"AK"
"Laura",1981.0,"AK"
"Kathryn",1981.0,"AK"
"Christine",1981.0,"AK"
"Erika",1981.0,"AK"
"Kara",1981.0,"AK"
"Shawna",1981.0,"AK"
"Dawn",1981.0,"AK"
"Caroline",1981.0,"AK"
"Mandy",1981.0,"AK"
"Lydia",1981.0,"AK"
"Angela",1982.0,"AK"
"Rachael",1982.0,"AK"
"Jacqueline",1982.0,"AK"
"Jessie",1982.0,"AK"
"Kathryn",1982.0,"AK"
"Leslie",1982.0,"AK"
"Alison",1982.0,"AK"
"Brandy",1982.0,"AK"
"Naomi",1982.0,"AK"
"Kendra",1982.0,"AK"
"Tabitha",1982.0,"AK"
"Brianna",1982.0,"AK"
"Stephanie",1983.0,"AK"
"Erin",1983.0,"AK"
"Mary",1983.0,"AK"
"Sara",1983.0,"AK"
"Hannah",1983.0,"AK"
"Heidi",1983.0,"AK"
"Krystal",1983.0,"AK"
"Margaret",1983.0,"AK"
"Catherine",1983.0,"AK"
"Tracy",1983.0,"AK"
"Amelia",1983.0,"AK"
"Brenna",1983.0,"AK"
"Aubrey",1983.0,"AK"
"Billie",1983.0,"AK"
"Hillary",1983.0,"AK"
"Tasha",1983.0,"AK"
"Shannon",1984.0,"AK"
"Lindsay",1984.0,"AK"
"Denise",1984.0,"AK"
"Tasha",1984.0,"AK"
"Kari",1984.0,"AK"
"Molly",1984.0,"AK"
"Robin",1984.0,"AK"
"Virginia",1984.0,"AK"
"Alexandria",1984.0,"AK"
"Ana",1984.0,"AK"
"Hollie",1984.0,"AK"
"Rhiannon",1984.0,"AK"
"Tammy",1984.0,"AK"
"Amanda",1985.0,"AK"
"Jenna",1985.0,"AK"
"Chelsea",1985.0,"AK"
"Krystal",1985.0,"AK"
"Holly",1985.0,"AK"
"Heidi",1985.0,"AK"
"Nichole",1985.0,"AK"
"Carrie",1985.0,"AK"
"Cherilyn",1985.0,"AK"
"Esther",1985.0,"AK"
"Haley",1985.0,"AK"
"Misty",1985.0,"AK"
"Sandra",1985.0,"AK"
"Sarah",1986.0,"AK"
"Andrea",1986.0,"AK"
"Lisa",1986.0,"AK"
"Molly",1986.0,"AK"
"Felicia",1986.0,"AK"
"Jacqueline",1986.0,"AK"
"Mallory",1986.0,"AK"
"Kendra",1986.0,"AK"
"Lena",1986.0,"AK"
"Eva",1986.0,"AK"
"Valerie",1986.0,"AK"
"Anne",1986.0,"AK"
"Elizabeth",1987.0,"AK"
"Christine",1987.0,"AK"
"Alyssa",1987.0,"AK"
"Dawn",1987.0,"AK"
"Alexandra",1987.0,"AK"
"Elena",1987.0,"AK"
"Briana",1987.0,"AK"
"Joanna",1987.0,"AK"
"Mallory",1987.0,"AK"
"Brenna",1987.0,"AK"
"Lillian",1987.0,"AK"
"Maria",1987.0,"AK"
"Melinda",1987.0,"AK"
"Sheena",1987.0,"AK"
"Ashley",1988.0,"AK"
"Stephanie",1988.0,"AK"
"Amy",1988.0,"AK"
"Erica",1988.0,"AK"
"Leah",1988.0,"AK"
"Kaitlyn",1988.0,"AK"
"Breanna",1988.0,"AK"
"Brandi",1988.0,"AK"
"Madison",1988.0,"AK"
"Robyn",1988.0,"AK"
"Diana",1988.0,"AK"
"Jolene",1988.0,"AK"
"Kirsten",1988.0,"AK"
"Leslie",1988.0,"AK"
"Regina",1988.0,"AK"
"Sally",1988.0,"AK"
"Anna",1989.0,"AK"
"Cassandra",1989.0,"AK"
"Laura",1989.0,"AK"
"Katelyn",1989.0,"AK"
"Kara",1989.0,"AK"
"Brianne",1989.0,"AK"
"Janelle",1989.0,"AK"
"Dana",1989.0,"AK"
"Roberta",1989.0,"AK"
"Ariel",1989.0,"AK"
"Briana",1989.0,"AK"
"Brooke",1989.0,"AK"
"Kathryn",1989.0,"AK"
"Monica",1989.0,"AK"
"Carrie",1989.0,"AK"
"Audrey",1989.0,"AK"
"Colleen",1989.0,"AK"
"Jane",1989.0,"AK"
"Ashley",1990.0,"AK"
"Emily",1990.0,"AK"
"Laura",1990.0,"AK"
"Sara",1990.0,"AK"
"Autumn",1990.0,"AK"
"Bethany",1990.0,"AK"
"Joanna",1990.0,"AK"
"Charlotte",1990.0,"AK"
"Claire",1990.0,"AK"
"Tia",1990.0,"AK"
"Samantha",1991.0,"AK"
"Katherine",1991.0,"AK"
"Alyssa",1991.0,"AK"
"Alexandra",1991.0,"AK"
"Alicia",1991.0,"AK"
"Katrina",1991.0,"AK"
"Laura",1991.0,"AK"
"Natasha",1991.0,"AK"
"Vanessa",1991.0,"AK"
"Lindsay",1991.0,"AK"
"Abigail",1991.0,"AK"
"Lacey",1991.0,"AK"
"Irene",1991.0,"AK"
"Anastasia",1991.0,"AK"
"Diana",1991.0,"AK"
"Donna",1991.0,"AK"
"Pamela",1991.0,"AK"
"Amber",1992.0,"AK"
"Caitlin",1992.0,"AK"
"Kathleen",1992.0,"AK"
"Angela",1992.0,"AK"
"Briana",1992.0,"AK"
"Julie",1992.0,"AK"
"Nichole",1992.0,"AK"
"Shawna",1992.0,"AK"
"Robyn",1992.0,"AK"
"Ellen",1992.0,"AK"
"Charlene",1992.0,"AK"
"Stephanie",1993.0,"AK"
"Lindsey",1993.0,"AK"
"Kelly",1993.0,"AK"
"Mackenzie",1993.0,"AK"
"Madison",1993.0,"AK"
"Sara",1993.0,"AK"
"Brittney",1993.0,"AK"
"Julia",1993.0,"AK"
"Rochelle",1993.0,"AK"
"Breanna",1993.0,"AK"
"Gabriella",1993.0,"AK"
"Meghan",1993.0,"AK"
"Alisha",1993.0,"AK"
"Destiny",1993.0,"AK"
"Kylie",1993.0,"AK"
"Rose",1993.0,"AK"
"Veronica",1993.0,"AK"
"Paige",1993.0,"AK"
"Tara",1993.0,"AK"
"Clarissa",1993.0,"AK"
"Jessica",1994.0,"AK"
"Christina",1994.0,"AK"
"Holly",1994.0,"AK"
"Katrina",1994.0,"AK"
"Maria",1994.0,"AK"
"Jade",1994.0,"AK"
"Mackenzie",1994.0,"AK"
"Monica",1994.0,"AK"
"Shayla",1994.0,"AK"
"Tessa",1994.0,"AK"
"Brittany",1995.0,"AK"
"Shelby",1995.0,"AK"
"Allison",1995.0,"AK"
"Marissa",1995.0,"AK"
"Katelyn",1995.0,"AK"
"Destiny",1995.0,"AK"
"Maria",1995.0,"AK"
"Alison",1995.0,"AK"
"Kate",1995.0,"AK"
"Veronica",1995.0,"AK"
"Madison",1996.0,"AK"
"Mariah",1996.0,"AK"
"Lauren",1996.0,"AK"
"Kathleen",1996.0,"AK"
"Naomi",1996.0,"AK"
"Kathryn",1996.0,"AK"
"Katrina",1996.0,"AK"
"Lillian",1996.0,"AK"
"Kiara",1996.0,"AK"
"Natalia",1996.0,"AK"
"Sarah",1997.0,"AK"
"Courtney",1997.0,"AK"
"Bailey",1997.0,"AK"
"Laura",1997.0,"AK"
"Mackenzie",1997.0,"AK"
"Jacqueline",1997.0,"AK"
"Chloe",1997.0,"AK"
"Darian",1997.0,"AK"
"Shania",1997.0,"AK"
"Gabrielle",1998.0,"AK"
"Julia",1998.0,"AK"
"Kaitlin",1998.0,"AK"
"Evelyn",1998.0,"AK"
"Ava",1998.0,"AK"
"Tyra",1998.0,"AK"
"Hannah",1999.0,"AK"
"Samantha",1999.0,"AK"
"Claire",1999.0,"AK"
"Andrea",1999.0,"AK"
"Ariana",1999.0,"AK"
"Cynthia",1999.0,"AK"
"Juliana",1999.0,"AK"
"Christine",1999.0,"AK"
"Daisy",1999.0,"AK"
"Jazmine",1999.0,"AK"
"Grace",2000.0,"AK"
"Brianna",2000.0,"AK"
"Natalie",2000.0,"AK"
"Kathryn",2000.0,"AK"
"Ashley",2001.0,"AK"
"Amber",2001.0,"AK"
"Chloe",2001.0,"AK"
"Destiny",2001.0,"AK"
"Julia",2001.0,"AK"
"Faith",2001.0,"AK"
"Stephanie",2001.0,"AK"
"Nina",2001.0,"AK"
"Kathryn",2001.0,"AK"
"Riley",2001.0,"AK"
"Ariel",2001.0,"AK"
"Nevaeh",2001.0,"AK"
"Alanna",2001.0,"AK"
"Madelyn",2001.0,"AK"
"Meghan",2001.0,"AK"
"Sarah",2002.0,"AK"
"Chloe",2002.0,"AK"
"Kiana",2002.0,"AK"
"Monique",2002.0,"AK"
"Hazel",2002.0,"AK"
"Mckenzie",2002.0,"AK"
"Tori",2002.0,"AK"
"Emma",2003.0,"AK"
"Molly",2003.0,"AK"
"Mia",2003.0,"AK"
"Shayla",2003.0,"AK"
"Jamie",2003.0,"AK"
"Dakota",2003.0,"AK"
"Kaya",2003.0,"AK"
"Meghan",2003.0,"AK"
"Samara",2003.0,"AK"
"Isabella",2004.0,"AK"
"Sophia",2004.0,"AK"
"Trinity",2004.0,"AK"
"Chloe",2004.0,"AK"
"Jade",2004.0,"AK"
"Isabelle",2004.0,"AK"
"Catherine",2004.0,"AK"
"Charlotte",2004.0,"AK"
"Delaney",2004.0,"AK"
"Kate",2004.0,"AK"
"Jessica",2005.0,"AK"
"Jasmine",2005.0,"AK"
"Brooke",2005.0,"AK"
"Cheyenne",2005.0,"AK"
"Cora",2005.0,"AK"
"Elena",2005.0,"AK"
"Caroline",2005.0,"AK"
"Cassandra",2005.0,"AK"
"Jamie",2005.0,"AK"
"Kirsten",2005.0,"AK"
"Rose",2005.0,"AK"
"Sophia",2006.0,"AK"
"Alyssa",2006.0,"AK"
"Lillian",2006.0,"AK"
"Zoe",2006.0,"AK"
"Layla",2006.0,"AK"
"Autumn",2006.0,"AK"
"Aspen",2006.0,"AK"
"Brenna",2006.0,"AK"
"Breanna",2006.0,"AK"
"Carly",2006.0,"AK"
"Danika",2006.0,"AK"
"Gracie",2006.0,"AK"
"Katrina",2006.0,"AK"
"Sabrina",2006.0,"AK"
"Addison",2007.0,"AK"
"Aaliyah",2007.0,"AK"
"Audrey",2007.0,"AK"
"Keira",2007.0,"AK"
"Cheyenne",2007.0,"AK"
"Jenna",2007.0,"AK"
"Arianna",2007.0,"AK"
"Serenity",2007.0,"AK"
"Nicole",2007.0,"AK"
"Iris",2007.0,"AK"
"Cassidy",2007.0,"AK"
"Madisyn",2007.0,"AK"
"Melody",2007.0,"AK"
"Ava",2008.0,"AK"
"Alexis",2008.0,"AK"
"Kayla",2008.0,"AK"
"Molly",2008.0,"AK"
"Shelby",2008.0,"AK"
"Gabrielle",2008.0,"AK"
"Alivia",2008.0,"AK"
"Amanda",2008.0,"AK"
"Valerie",2008.0,"AK"
"Madeline",2008.0,"AK"
"Rebecca",2008.0,"AK"
"Delaney",2008.0,"AK"
"Courtney",2008.0,"AK"
"Felicity",2008.0,"AK"
"Claire",2009.0,"AK"
"Jocelyn",2009.0,"AK"
"Charlotte",2009.0,"AK"
"Payton",2009.0,"AK"
"Megan",2009.0,"AK"
"Caroline",2009.0,"AK"
"Grace",2010.0,"AK"
"Ella",2010.0,"AK"
"Zoey",2010.0,"AK"
"Lydia",2010.0,"AK"
"Angelina",2010.0,"AK"
"Teagan",2010.0,"AK"
"Evangeline",2010.0,"AK"
"Reagan",2010.0,"AK"
"Fiona",2010.0,"AK"
"Hope",2010.0,"AK"
"Keira",2010.0,"AK"
"Lindsey",2010.0,"AK"
"Emma",2011.0,"AK"
"Lily",2011.0,"AK"
"Savannah",2011.0,"AK"
"Sarah",2011.0,"AK"
"Arianna",2011.0,"AK"
"Morgan",2011.0,"AK"
"Aliyah",2011.0,"AK"
"Allison",2011.0,"AK"
"Caroline",2011.0,"AK"
"Ruby",2011.0,"AK"
"Paisley",2011.0,"AK"
"Isabelle",2012.0,"AK"
"Ayla",2012.0,"AK"
"Kenzie",2012.0,"AK"
"Amber",2012.0,"AK"
"Gabriella",2012.0,"AK"
"Mariah",2012.0,"AK"
"Rose",2012.0,"AK"
"Mckinley",2013.0,"AK"
"Ayla",2013.0,"AK"
"Brynn",2013.0,"AK"
"Holly",2013.0,"AK"
"Eliza",2013.0,"AK"
"Genevieve",2013.0,"AK"
"Hope",2013.0,"AK"
"Jamie",2013.0,"AK"
"Olive",2013.0,"AK"
"Alexa",2013.0,"AK"
"Kinley",2014.0,"AK"
"Ellie",2014.0,"AK"
"Scarlett",2014.0,"AK"
"Savannah",2014.0,"AK"
"Victoria",2014.0,"AK"
"Elliana",2014.0,"AK"
"Vivienne",2014.0,"AK"
"Joy",2014.0,"AK"
"Maci",2014.0,"AK"
"Madilyn",2014.0,"AK"
"Molly",2014.0,"AK"
"Bertha",1910.0,"AL"
"Fannie",1910.0,"AL"
"Jessie",1910.0,"AL"
"Margaret",1910.0,"AL"
"Alma",1910.0,"AL"
"Frances",1910.0,"AL"
"Julia",1910.0,"AL"
"Thelma",1910.0,"AL"
"Virginia",1910.0,"AL"
"Bernice",1910.0,"AL"
"Ola",1910.0,"AL"
"Leona",1910.0,"AL"
"Beulah",1910.0,"AL"
"Mollie",1910.0,"AL"
"Kate",1910.0,"AL"
"Cornelia",1910.0,"AL"
"Bertie",1910.0,"AL"
"Jane",1910.0,"AL"
"Lilly",1910.0,"AL"
"Queen",1910.0,"AL"
"Willa",1910.0,"AL"
"Bama",1910.0,"AL"
"Delia",1910.0,"AL"
"Lelia",1910.0,"AL"
"Lenora",1910.0,"AL"
"Liza",1910.0,"AL"
"Macie",1910.0,"AL"
"Tressie",1910.0,"AL"
"Minnie",1911.0,"AL"
"Louise",1911.0,"AL"
"Edna",1911.0,"AL"
"Ellen",1911.0,"AL"
"Wilma",1911.0,"AL"
"Geneva",1911.0,"AL"
"Kate",1911.0,"AL"
"Rachel",1911.0,"AL"
"Pinkie",1911.0,"AL"
"Estell",1911.0,"AL"
"Cleo",1911.0,"AL"
"Roxie",1911.0,"AL"
"Savannah",1911.0,"AL"
"Mayme",1911.0,"AL"
"Millie",1911.0,"AL"
"Glennie",1911.0,"AL"
"Victoria",1911.0,"AL"
"Adella",1911.0,"AL"
"Irene",1912.0,"AL"
"Daisy",1912.0,"AL"
"Eula",1912.0,"AL"
"Mable",1912.0,"AL"
"Florence",1912.0,"AL"
"Winnie",1912.0,"AL"
"Sue",1912.0,"AL"
"Maudie",1912.0,"AL"
"Wilma",1912.0,"AL"
"Emily",1912.0,"AL"
"Polly",1912.0,"AL"
"Francis",1912.0,"AL"
"Tommie",1912.0,"AL"
"Maude",1912.0,"AL"
"May",1912.0,"AL"
"Rachel",1912.0,"AL"
"Willa",1912.0,"AL"
"Erma",1912.0,"AL"
"Violet",1912.0,"AL"
"Lettie",1912.0,"AL"
"Savannah",1912.0,"AL"
"Cecil",1912.0,"AL"
"Clemmie",1912.0,"AL"
"Bobbie",1912.0,"AL"
"Corrine",1912.0,"AL"
"Izola",1912.0,"AL"
"Maybelle",1912.0,"AL"
"Nadine",1912.0,"AL"
"Shirley",1912.0,"AL"
"Vicie",1912.0,"AL"
"Louise",1913.0,"AL"
"Gladys",1913.0,"AL"
"Emma",1913.0,"AL"
"Carrie",1913.0,"AL"
"Rosie",1913.0,"AL"
"Cora",1913.0,"AL"
"Eula",1913.0,"AL"
"Inez",1913.0,"AL"
"Addie",1913.0,"AL"
"Esther",1913.0,"AL"
"Lessie",1913.0,"AL"
"Jennie",1913.0,"AL"
"Odessa",1913.0,"AL"
"Leila",1913.0,"AL"
"Kathleen",1913.0,"AL"
"Roberta",1913.0,"AL"
"Pinkie",1913.0,"AL"
"Claudie",1913.0,"AL"
"Shirley",1913.0,"AL"
"Mozelle",1913.0,"AL"
"Willa",1913.0,"AL"
"Adeline",1913.0,"AL"
"Annie",1914.0,"AL"
"Clara",1914.0,"AL"
"Ida",1914.0,"AL"
"Mamie",1914.0,"AL"
"Mable",1914.0,"AL"
"Beulah",1914.0,"AL"
"Etta",1914.0,"AL"
"Lydia",1914.0,"AL"
"Amanda",1914.0,"AL"
"Lee",1914.0,"AL"
"Lorine",1914.0,"AL"
"Charity",1914.0,"AL"
"Miriam",1914.0,"AL"
"Jettie",1914.0,"AL"
"Olga",1914.0,"AL"
"Dannie",1914.0,"AL"
"Easter",1914.0,"AL"
"Luciel",1914.0,"AL"
"Emmer",1914.0,"AL"
"Zella",1914.0,"AL"
"Zola",1914.0,"AL"
"Zora",1914.0,"AL"
"Virginia",1915.0,"AL"
"Bernice",1915.0,"AL"
"Juanita",1915.0,"AL"
"Beulah",1915.0,"AL"
"Nancy",1915.0,"AL"
"Barbara",1915.0,"AL"
"Rosetta",1915.0,"AL"
"Francis",1915.0,"AL"
"Letha",1915.0,"AL"
"Matilda",1915.0,"AL"
"Jannie",1915.0,"AL"
"Mozell",1915.0,"AL"
"Peggy",1915.0,"AL"
"Bennie",1915.0,"AL"
"Polly",1915.0,"AL"
"Edwina",1915.0,"AL"
"Lue",1915.0,"AL"
"Lucinda",1915.0,"AL"
"Versie",1915.0,"AL"
"Corrine",1915.0,"AL"
"Ceola",1915.0,"AL"
"Lera",1915.0,"AL"
"Pearline",1915.0,"AL"
"Sybil",1915.0,"AL"
"Alene",1915.0,"AL"
"Ira",1915.0,"AL"
"Fanny",1915.0,"AL"
"Leatha",1915.0,"AL"
"Harriett",1915.0,"AL"
"Magdalene",1915.0,"AL"
"Tiny",1915.0,"AL"
"Ilene",1915.0,"AL"
"Nelle",1915.0,"AL"
"Virgil",1915.0,"AL"
"Helen",1916.0,"AL"
"Lillian",1916.0,"AL"
"Nellie",1916.0,"AL"
"Flora",1916.0,"AL"
"Rosie",1916.0,"AL"
"Velma",1916.0,"AL"
"Estelle",1916.0,"AL"
"Viola",1916.0,"AL"
"Alberta",1916.0,"AL"
"Effie",1916.0,"AL"
"Callie",1916.0,"AL"
"Flossie",1916.0,"AL"
"Cleo",1916.0,"AL"
